smiles,dataset,num_atoms,num_bonds,tox21_avg_bond_importance,tox21_max_bond_importance,esol_avg_bond_importance,esol_max_bond_importance,chembl_avg_bond_importance,chembl_max_bond_importance
COc1cc(Nc2cc(Cl)c(S(=O)(=O)NCC3CCCO3)c(Cl)c2)cc(OC)c1,ChEMBL,29,62,0.0063081835,0.010318997,1.2999536,2.6253076,0.20164968,0.69260514
COc1cc(Nc2ccc(S(=O)(=O)NCc3ccco3)c(C(F)(F)F)c2)cc(OC)c1,ChEMBL,31,66,0.0075161215,0.0164447,1.2323476,2.387609,0.004806155,0.011790816
O=S(=O)(NCC1CCCO1)c1ccc(N2CCc3ccccc32)cc1C(F)(F)F,ChEMBL,29,64,0.0072135003,0.01569648,1.4783814,2.3748953,6.728119e-05,0.00019779586
CCCN(CC1CC1)c1ccc(S(=O)(=O)NCC2CCCO2)c(C(F)(F)F)c1,ChEMBL,28,60,0.003813079,0.008313067,1.4387546,2.095501,0.019020908,0.045972288
COc1cc(Nc2ccc(S(=O)(=O)N3CCc4ccccc43)c(C(F)(F)F)c2)cc(OC)c1,ChEMBL,33,72,0.008080747,0.018618355,1.2673239,2.2429056,1.6473573e-06,3.459741e-06
COCCN(CCOC)S(=O)(=O)c1ccc(Nc2cc(OC)cc(OC)c2)cc1C(F)(F)F,ChEMBL,33,68,0.003622114,0.008579013,1.0733448,2.2429056,1.284671e-05,3.315718e-05
O=S(=O)(NCC1CCOCC1)c1ccc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,ChEMBL,30,64,0.0077601233,0.017265657,1.3265244,2.3906767,0.0018520767,0.0055766506
O=S(=O)(NCC1CC1)c1ccc(Nc2ccc(F)cc2F)cc1C(F)(F)F,ChEMBL,27,58,0.010281861,0.022147944,1.6558543,2.597773,4.089602e-05,0.00010760089
O=S(=O)(NCc1ccco1)c1ccc(Nc2ccc(F)cc2F)cc1C(F)(F)F,ChEMBL,29,62,0.0118712485,0.02546068,1.4508849,2.4186163,0.0003005542,0.00078667153
O=S(=O)(NCC1CCOCC1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,ChEMBL,29,64,0.004767486,0.01016164,1.3629416,2.7301958,4.0958457e-06,1.1671558e-05
COc1ccc(Nc2ccc(S(=O)(=O)NCC3CC3)c(C(F)(F)F)c2)c(OC)c1,ChEMBL,29,62,0.0065086703,0.014299,1.400131,2.42906,0.0009654808,0.0027155553
O=S(=O)(NCC1CC1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,ChEMBL,26,58,0.0059610237,0.012341952,1.6293249,3.0452185,3.5530666e-05,9.6694974e-05
CC(C)(NS(=O)(=O)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F)C1CC1,ChEMBL,28,62,0.005711194,0.011357278,1.4546595,2.827703,1.9853087e-06,7.2759863e-06
O=S(=O)(NCC1CC1)c1ccc(NC2CCCCCC2)cc1C(F)(F)F,ChEMBL,26,56,0.0051857647,0.010926232,1.5865526,3.0575707,5.5822085e-05,0.00016340945
O=S(=O)(NCC1CC1)c1ccc(NC2CCCCCCC2)cc1C(F)(F)F,ChEMBL,27,58,0.004828685,0.01026804,1.5173577,2.9443274,4.895335e-05,0.00014715092
O=S(=O)(NCC1CC1)c1ccc(NC2CCCCC2)cc1C(F)(F)F,ChEMBL,25,54,0.0055928207,0.0116661675,1.6621184,3.1798735,6.416897e-05,0.00018271088
O=S(=O)(NCC1CC1)c1ccc(NN2CCCCC2)cc1C(F)(F)F,ChEMBL,25,54,0.005576875,0.011694361,1.6804788,3.0136774,3.494893e-05,8.6139764e-05
O=S(=O)(NCC1CC1)c1ccc(NN2CCCCCC2)cc1C(F)(F)F,ChEMBL,26,56,0.0051721744,0.010951313,1.6035767,2.8977666,3.125385e-05,7.9300626e-05
CC(C)(NS(=O)(=O)c1ccc(NC2CCCCC2)cc1C(F)(F)F)C1CC1,ChEMBL,27,58,0.005398235,0.010776726,1.4764533,2.9443274,3.1630163e-06,1.1642678e-05
CCN(CC)c1ccnc(-c2cccc(NC(=O)Nc3ccc(C#N)cc3)c2)n1,ChEMBL,29,62,0.010670099,0.019582635,1.5336031,1.9156079,4.3384093e-06,8.282474e-06
O=C(Nc1ccc(O)cc1)Nc1cccc(-c2nccc(N3CCCC3)n2)c1,ChEMBL,28,62,0.013405735,0.024511784,1.5029286,2.024992,0.0005439375,0.0014604772
O=C(Nc1ccc(C(=O)O)cc1)Nc1cccc(-c2nccc(N3CCCC3)n2)c1,ChEMBL,30,66,0.011921569,0.025559058,1.4736266,1.8899926,0.0005070042,0.0013274571
N#Cc1ccc(NC(=O)Nc2cccc(-c3nccc(N4CCCC4)n3)c2)cc1,ChEMBL,29,64,0.012876883,0.023452122,1.5678601,1.9551647,1.4039986e-05,3.717569e-05
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2nccc(N3CCCC3)n2)c1,ChEMBL,28,62,0.01315237,0.024212144,1.5864462,2.024992,3.8774746e-05,0.0001007782
N#Cc1ccc(NC(=O)Nc2cccc(-c3ccnc(N4CCCC4)n3)c2)cc1,ChEMBL,29,64,0.012893826,0.023408065,1.5735719,1.9156079,1.4857551e-05,2.3466047e-05
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2ccnc(N3CCCC3)n2)c1,ChEMBL,28,62,0.013170598,0.024165003,1.5925528,1.9824075,5.0330276e-05,0.000105311105
CCCCCCC(C)(C)c1cc(OC)c([C@H]2C=C(CO)[C@H]3C[C@@H]2C3(C)C)c(OC)c1,ChEMBL,30,64,0.0032298532,0.005491307,1.2500749,1.6410958,7.7207466e-07,3.530485e-06
O=C(NC1CCCCCC1)c1c2c(nn(Cc3ccc(F)cc3)c1=O)-c1ccccc1C2,ChEMBL,32,72,0.011020311,0.024911758,1.4492906,2.0569298,6.0865346e-05,0.00020666089
O=C(NC1CCCCCC1)c1cc(-c2ccccc2)nn(C2CCCC2)c1=O,ChEMBL,28,62,0.00800488,0.012819055,1.5882692,2.5951405,4.14147e-05,0.00010996777
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)nn(C2CCCC2)c1=O,ChEMBL,31,72,0.007939605,0.0128344,1.4480343,2.343998,5.362121e-06,1.4498967e-05
Cc1ccc(-c2cc(C(=O)NC34CC5CC(CC(C5)C3)C4)c(=O)n(C3CCCC3)n2)cc1Cl,ChEMBL,33,76,0.0075180884,0.014418403,1.3748745,2.2269366,0.00011862114,0.00028609243
C[C@H]1CC[C@H](NC(=O)c2cc(-c3ccccc3)nn(Cc3ccc(F)cc3)c2=O)CC1,ChEMBL,31,68,0.01110223,0.02590486,1.5186894,2.2230437,0.0009363234,0.0033859857
C[C@H]1CC[C@@H](NC(=O)c2cc(-c3ccccc3)nn(Cc3ccc(F)cc3)c2=O)CC1,ChEMBL,31,68,0.01110223,0.02590486,1.5186894,2.2230437,0.0009363234,0.0033859857
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)nn(Cc2ccc(F)cc2)c1=O,ChEMBL,34,78,0.010260086,0.024000365,1.3808763,2.026893,4.4385233e-05,0.00010818857
O=C(NC1CCCCCC1)c1cc(-c2ccccc2)nn(Cc2ccc(F)cc2)c1=O,ChEMBL,31,68,0.010768525,0.025670517,1.5120053,2.223044,0.00026871762,0.00067535473
O=C(NC1CCCCC1)c1cc(-c2ccccc2)nn(Cc2ccc(F)cc2)c1=O,ChEMBL,30,66,0.011571699,0.027274834,1.5763361,2.2971451,0.0003286735,0.0008082015
Cc1cc(-c2cc(C(=O)NCCN3CCOCC3)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,34,74,0.008470968,0.019648097,1.3294348,2.0516975,0.022491615,0.05358214
Cc1cc(-c2cc(C(=O)N[C@H]3CC[C@H](C)CC3)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,33,72,0.010313738,0.023206802,1.4392571,2.1138701,0.005894552,0.023459949
Cc1cc(-c2cc(C(=O)N[C@H]3CC[C@@H](C)CC3)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,33,72,0.010313738,0.023206802,1.4392571,2.1138701,0.005894552,0.023459949
Cc1cc(-c2cc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,36,80,0.010331897,0.021853222,1.3137083,1.9377141,0.012265155,0.02812016
Cc1cc(-c2cc(C(=O)NC34CC5CC(CC(C5)C3)C4)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,36,82,0.00957353,0.021685716,1.3144853,1.9377141,0.00041890217,0.0010740006
Cc1cc(-c2cc(C(=O)NC3CCCCCC3)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,33,72,0.010027837,0.02300781,1.4333268,2.1138701,0.0024775018,0.0059898607
Cc1cc(-c2cc(C(=O)NC3CCCCC3)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl,ChEMBL,32,70,0.010715971,0.024292864,1.4908141,2.1799288,0.003006037,0.006865359
Cc1ccc(Cn2nc(-c3ccc(Cl)c(C)c3)cc(C(=O)NC34CC5CC(CC(C5)C3)C4)c2=O)cc1,ChEMBL,36,82,0.008740179,0.019157553,1.2920196,1.9377141,0.0018678823,0.0049344273
Cc1ccc(Cn2nc(-c3ccc(Cl)c(C)c3)cc(C(=O)NC3CCCCCC3)c2=O)cc1,ChEMBL,33,72,0.009084989,0.020105066,1.4054148,2.1138701,0.010687921,0.026210003
Cc1ccc(Cn2nc(-c3ccc(Cl)c(C)c3)cc(C(=O)NC3CCCCC3)c2=O)cc1,ChEMBL,32,70,0.009859417,0.021688275,1.4612073,2.1799288,0.015621395,0.037490934
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OCCC(F)(F)F)cc1,ChEMBL,36,78,0.006913289,0.013413059,1.2341511,1.8238722,6.720263e-06,2.7340515e-05
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OCCCF)cc1,ChEMBL,34,74,0.007091245,0.013184472,1.3153355,1.9311588,0.00013089339,0.0004513546
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OCc2ccccc2)cc1,ChEMBL,37,82,0.009233927,0.019364804,1.2442193,1.7745781,6.753713e-05,0.00031694595
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OCCCC(F)(F)F)cc1,ChEMBL,37,80,0.0062772394,0.011267643,1.2116826,1.7745781,1.0233671e-05,4.1703748e-05
CCCS(=O)(=O)Oc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc(C(=O)NN3CCCCC3)c2C)cc1,ChEMBL,36,78,0.0062456303,0.011392023,1.2257406,1.8238722,1.6861783e-05,5.527704e-05
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCCF)cc1,ChEMBL,37,80,0.0057903444,0.0105425995,1.1838233,1.7745781,6.862908e-05,0.00025169682
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,39,84,0.0057123466,0.010938654,1.1294236,1.6835744,5.574582e-06,2.160087e-05
CCCCS(=O)(=O)Oc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc(C(=O)NN3CCCCC3)c2C)cc1,ChEMBL,37,80,0.0057267835,0.010492796,1.2020954,1.7745783,3.600739e-06,1.2768964e-05
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCCC(F)(F)F)cc1,ChEMBL,40,86,0.0052202614,0.0093815625,1.0875915,1.641485,8.196914e-06,3.055444e-05
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(C)C)cc1,ChEMBL,38,82,0.005482804,0.009923687,1.1726685,1.7278788,1.2366696e-06,4.1638896e-06
Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(C)(C)C)cc1,ChEMBL,39,84,0.0055077076,0.009622188,1.1443614,1.6835744,7.744934e-06,3.1693242e-05
Cc1c(C(=O)NN2CCCC(O)C2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.005591746,0.010584249,1.0507,1.641485,1.513027e-05,5.890907e-05
Cc1c(C(=O)N[C@H]2CCC[C@H](O)C2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.005596501,0.010624905,1.0464693,1.641485,5.701966e-05,0.0002469408
Cc1c(C(=O)N[C@@H]2CCCC[C@H]2O)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.0056539956,0.010681467,1.0450451,1.641485,1.8785697e-05,0.000100106015
Cc1c(C(=O)N[C@@H]2CCCC[C@@H]2O)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.0056539956,0.010681467,1.0450451,1.641485,1.8785697e-05,0.000100106015
Cc1c(C(=O)NC2CCC(O)CC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.0056644725,0.010681608,1.0497503,1.6622667,5.7040594e-05,0.00024562585
Cc1c(C(=O)N[C@H]2CCCC[C@H]2N)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.005633832,0.010660313,1.0639116,1.641485,0.00016688506,0.00081696117
Cc1c(C(=O)N[C@@H]2CCCC[C@@H]2N(C)C)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,42,90,0.0048000636,0.009204016,1.0248559,1.563319,7.927566e-06,3.3749726e-05
Cc1c(C(=O)Nc2ccc(OC(F)(F)F)cc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,44,94,0.006673243,0.012346257,1.005311,1.492259,2.967479e-06,1.6285809e-05
Cc1c(C(=O)Nc2ccc(F)nc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,40,86,0.008270631,0.016325004,1.1298566,1.641485,1.6639516e-06,8.78405e-06
Cc1c(C(=O)Nc2ccc(C(F)(F)F)nc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,43,92,0.007074347,0.016640462,1.0440989,1.5269628,1.9888234e-06,1.1011135e-05
Cc1ccc(NC(=O)c2nc(-c3ccc(Cl)cc3Cl)n(-c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)c2C)nc1,ChEMBL,40,86,0.0076826382,0.014803281,1.1121488,1.641485,2.2174216e-05,0.00010925624
Cc1c(C(=O)Nc2ccc(C(F)(F)F)cn2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,ChEMBL,43,92,0.007094273,0.016663251,1.0448887,1.5269628,2.2008683e-06,1.20798995e-05
CCOc1ccc(Nc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,ChEMBL,31,66,0.005215237,0.008763709,1.4618146,2.0328264,5.984902e-05,0.00014336739
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCN2CCCCC2)cc1,ChEMBL,34,74,0.0045073675,0.009630835,1.3442737,1.9882793,0.008730032,0.02882066
CCOc1ccc(Cc2nc3cc(C(=O)N4CCCCC4)ccc3n2CCC(C)C)cc1,ChEMBL,32,70,0.0056031053,0.011831405,1.4623171,2.110315,1.6487607e-05,4.975638e-05
Cc1cccc(Cn2nc(C(=O)N3CCC(Cc4ccccc4)CC3)cc2-c2ccc(O)cc2)c1,ChEMBL,35,78,0.010267472,0.021181585,1.3012729,2.1224284,0.008352959,0.018100504
O=C(O[C@H](CO)C(F)(F)F)N1C[C@@H]2[C@H](C1)[C@H]2c1ccn(-c2ccc(F)cc2)n1,ChEMBL,28,62,0.008362648,0.01732579,1.6034743,2.7660816,0.0008186262,0.0016865812
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,ChEMBL,27,62,0.005991187,0.00916967,1.6591332,2.5831347,4.95578e-07,1.2374271e-06
O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CCN2CCOCC2)c2ccccc12,ChEMBL,30,70,0.0056985007,0.008951565,1.393373,2.3057961,6.142037e-05,0.00015393208
Cc1cccc2c(C(=O)NC34CC5CC(CC(C5)C3)C4)cn(CCN3CCOCC3)c12,ChEMBL,31,72,0.0053751934,0.00864014,1.325741,2.2308626,9.9683995e-05,0.00030743377
O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CC2CCOCC2)c2ccccc12,ChEMBL,29,68,0.006448391,0.0104629975,1.4516678,2.3853061,5.762724e-06,1.50897495e-05
N#CCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,ChEMBL,27,62,0.006882937,0.010241523,1.6622304,2.5619955,0.0007647874,0.0017379499
O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CCCCO)c2ccccc12,ChEMBL,27,62,0.0060828184,0.009252708,1.5993298,2.5619955,7.341123e-05,0.0001637766
O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CCCCCO)c2ccccc12,ChEMBL,28,64,0.005460093,0.008371023,1.5415046,2.5028522,3.6827427e-05,8.1136015e-05
CCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,ChEMBL,25,52,0.0042754738,0.007591446,1.451116,2.2240014,1.3972107e-06,2.8607842e-06
O=C(NC12CC3CC(CC(C3)C1)C2)c1c[nH]c2ccccc12,ChEMBL,22,52,0.012363393,0.020786704,2.0369582,3.315578,5.729982e-06,1.6544418e-05
COc1cccc2c1c(C(=O)NC13CC4CC(CC(C4)C1)C3)cn2CCN1CCOCC1,ChEMBL,32,74,0.0047066114,0.007432459,1.2570667,2.173808,0.00016791363,0.00041249715
COc1ccc2c(c1)c(C(=O)NC13CC4CC(CC(C4)C1)C3)cn2CCN1CCOCC1,ChEMBL,32,74,0.004809211,0.007553572,1.2887889,2.162903,0.00022470875,0.00062506663
COc1cccc2c(C(=O)NC34CC5CC(CC(C5)C3)C4)cn(CCN3CCOCC3)c12,ChEMBL,32,74,0.0047065974,0.0074446863,1.2605277,2.161148,8.748108e-05,0.00024727665
CSc1cccc2c(C(=O)NC34CC5CC(CC(C5)C3)C4)cn(CCN3CCOCC3)c12,ChEMBL,32,74,0.0045275134,0.007283217,1.2582859,2.161148,0.00050206686,0.0014003536
C[S+]([O-])c1cccc2c(C(=O)NC34CC5CC(CC(C5)C3)C4)cn(CCN3CCOCC3)c12,ChEMBL,33,76,0.004320049,0.0070126536,1.2504059,2.0956585,0.0015435984,0.005225011
Cc1cccc2c(C(=O)NC34CC5CC(CC(C5)C3)C4)c[nH]c12,ChEMBL,23,54,0.011092784,0.019345855,1.9559509,3.2534065,2.3314717e-05,7.2979616e-05
N#CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,ChEMBL,25,58,0.009312403,0.017492285,1.79721,2.7669554,0.0017178188,0.0041080937
N#CCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,ChEMBL,26,60,0.007917135,0.013701288,1.706065,2.6605341,0.0005488926,0.0012641032
COCCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,ChEMBL,29,66,0.0048001963,0.0074654957,1.5016254,2.4165468,4.360165e-06,1.0216152e-05
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2[nH]1,ChEMBL,22,52,0.012342925,0.022517942,2.0628812,3.1639283,9.468881e-06,2.81988e-05
CCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,27,62,0.00614317,0.010231867,1.6744334,2.5748687,1.0584115e-06,2.6142336e-06
N#CCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,26,60,0.008125081,0.013212215,1.7230552,2.673902,0.0022132162,0.0047148066
N#CCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,27,62,0.0070563527,0.011424668,1.6770766,2.5748687,0.0029971823,0.006382524
N#CCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,28,64,0.006296227,0.010284142,1.6237594,2.4829092,0.0032978503,0.0069169337
O=C(O)CCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,29,66,0.005883049,0.0095157325,1.4816511,2.3972914,0.008545074,0.021384183
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCCCF,ChEMBL,28,64,0.005600163,0.0093232,1.5776184,2.4829092,5.3521217e-05,0.00013222914
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCC(F)(F)F,ChEMBL,29,66,0.0061072297,0.010639265,1.5223886,2.3972914,1.6100586e-05,3.648025e-05
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CC1CCOCC1,ChEMBL,29,68,0.006595228,0.010703477,1.4628763,2.3982503,2.156472e-05,5.7773857e-05
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCN1CCOC1=O,ChEMBL,30,70,0.006807876,0.010648581,1.4113089,2.3173819,0.00036469917,0.00074315956
N#CCCCCn1c(C(=O)Nc2ccccc2)cc2ccccc21,ChEMBL,24,52,0.012187167,0.025414264,1.9372354,2.8100414,0.03921787,0.08287728
O=C(NC12CC3CC(CC(C3)C1)C2)c1[nH]c2ccccc2c1F,ChEMBL,23,54,0.0123431,0.021280693,1.9718863,2.9790096,8.198941e-08,2.6815405e-07
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCO,ChEMBL,26,60,0.0069976854,0.011489409,1.6475282,2.6739018,0.0004808141,0.0010154325
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCCO,ChEMBL,27,62,0.006237146,0.010324305,1.61463,2.5748687,0.0002863011,0.00060004636
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCCCO,ChEMBL,28,64,0.005594154,0.009332169,1.5557973,2.4829092,9.232947e-05,0.0002092844
O=C(NC12CC3CC(CC(C3)C1)C2)c1c(F)c2ccccc2n1CCCCO,ChEMBL,28,64,0.0063079307,0.009947693,1.5459945,2.4558723,1.3015859e-05,3.1657426e-05
O=C(NC12CC3CC(CC(C3)C1)C2)c1c(F)c2ccccc2n1CCCCCO,ChEMBL,29,66,0.005670884,0.00901027,1.4919126,2.3711872,6.3602347e-06,1.5321328e-05
O=CCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,28,64,0.0059560933,0.009857006,1.5717143,2.4829092,0.00086198776,0.0017745931
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCCC(F)F,ChEMBL,29,66,0.0054351813,0.00885228,1.4926537,2.3972914,3.268962e-05,7.617709e-05
CC(C)(C)NC(=O)c1cc2ccccc2n1CCCCCO,ChEMBL,22,46,0.0062841214,0.00943445,1.9472702,3.0980353,0.00010593138,0.00039493587
O=C(NC1CCCC1)c1cc2ccccc2n1CCCCCO,ChEMBL,23,50,0.006269666,0.010358221,1.8966262,2.9590597,0.00084685953,0.0017804106
O=C(NC1CCCCC1)c1cc2ccccc2n1CCCCCO,ChEMBL,24,52,0.005758742,0.009547769,1.8007064,2.8357654,0.0005667637,0.0012312727
NCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,27,62,0.0062354137,0.0103349835,1.6487316,2.5748687,0.00012551613,0.00035467942
NCCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,28,64,0.0055925963,0.009341526,1.5873677,2.4829092,4.490304e-05,0.00012979482
N=C(N)NCCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21,ChEMBL,31,70,0.005056035,0.008272903,1.4043854,2.2426274,0.0066691237,0.014019043
COc1cccc(-c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)n1,ChEMBL,25,54,0.015958002,0.029165957,1.7380867,2.2202966,0.0005496522,0.0012571721
Cc1ccnc(-c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)c1,ChEMBL,24,52,0.018693428,0.035406336,1.8394992,2.3128088,0.00069310615,0.0014249418
COc1cc(-c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)ccn1,ChEMBL,25,54,0.016068446,0.0293517,1.7053477,2.2202966,0.000495056,0.0010415494
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2ccccn2)c1,ChEMBL,23,50,0.021129023,0.03874851,1.9106469,2.4133658,0.0009398109,0.002383783
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccnc2)c1,ChEMBL,23,50,0.021233791,0.03887366,1.8897891,2.4133658,0.0007320246,0.0017214108
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2ccncc2)c1,ChEMBL,23,50,0.02135855,0.03900711,1.8547282,2.4133658,0.00084368704,0.0018906939
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cncnc2)c1,ChEMBL,23,50,0.021305732,0.039271645,1.8429276,2.4133658,0.002119717,0.0041731843
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2ccccc2)c1,ChEMBL,23,50,0.021094663,0.038496833,1.9701434,2.4133658,3.358841e-05,8.3062914e-05
COc1cccc(-c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)c1,ChEMBL,25,54,0.016031107,0.029129576,1.7574327,2.2202966,0.0001593927,0.00036871154
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc(O)c2)c1,ChEMBL,24,52,0.021056034,0.03792259,1.7926761,2.3128088,0.0019364477,0.004044319
CC(C)Oc1cccc(-c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)c1,ChEMBL,27,58,0.0129711665,0.023337547,1.6102979,2.05583,1.6386279e-05,3.578561e-05
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2ccc3c(c2)OCO3)c1,ChEMBL,26,58,0.01709541,0.030273031,1.7266659,2.1349006,0.00068448315,0.001856453
Cc1cccc(-c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)c1,ChEMBL,24,52,0.01866376,0.034749016,1.8788507,2.3128088,9.8502256e-05,0.00021610493
Cc1ccccc1-c1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,ChEMBL,24,52,0.018962948,0.033964954,1.8763692,2.3128088,6.587586e-05,0.00014838795
O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc([N+](=O)[O-])c2)c1,ChEMBL,26,56,0.018435637,0.032135848,1.6889647,2.1349006,1.3001948e-05,2.7456676e-05
